,ATP,HTGD,ATGD,DiffFormPts,DiffPts,DiffLP,FTR
1968,7,-3.0,-5.0,1,-1,-13.0,A
1969,7,5.0,1.0,3,4,-9.0,H
1970,7,7.0,-3.0,4,4,-14.0,H
1971,18,-3.0,21.0,-5,-8,7.0,D
1972,10,-1.0,-1.0,-6,-2,1.0,H
1973,11,1.0,2.0,0,-2,3.0,A
1974,11,7.0,-3.0,1,2,-10.0,D
1975,8,0.0,-9.0,-4,-1,-4.0,D
1976,5,-5.0,-9.0,-4,0,-3.0,D
1977,14,-4.0,6.0,-3,-4,16.0,A
1978,6,-1.0,-4.0,0,0,1.0,H
1979,8,-1.0,0.0,-2,0,5.0,D
1980,10,-4.0,-5.0,-4,-3,-1.0,H
1981,6,21.0,-5.0,9,13,-15.0,H
1982,11,0.0,-3.0,0,-2,1.0,H
1983,9,3.0,1.0,2,5,-2.0,D
1984,9,-3.0,0.0,3,3,3.0,H
1985,8,-9.0,0.0,2,-2,8.0,A
1986,11,-9.0,0.0,0,-2,2.0,D
1987,9,-6.0,-1.0,-4,-3,-9.0,H
1988,14,7.0,8.0,6,3,-1.0,A
1989,14,-2.0,7.0,3,-4,12.0,A
1990,6,11.0,-10.0,1,11,-16.0,H
1991,22,-2.0,23.0,-5,-13,13.0,A
1992,10,1.0,-3.0,1,0,-6.0,H
1993,10,-1.0,-9.0,-3,-1,-8.0,H
1994,15,8.0,3.0,-1,2,-4.0,H
1995,17,-7.0,4.0,-11,-11,14.0,H
1996,10,-4.0,-2.0,1,1,-9.0,D
1997,9,0.0,-5.0,3,3,8.0,A
1998,12,1.0,1.0,0,-1,2.0,H
1999,15,-7.0,-2.0,-8,-5,8.0,H
2000,6,-2.0,-11.0,0,5,-2.0,D
2001,10,-3.0,-11.0,-2,-1,-1.0,H
2002,13,-6.0,2.0,-5,0,12.0,D
2003,15,-1.0,1.0,-1,-3,9.0,H
2004,12,1.0,-4.0,0,0,-1.0,D
2005,9,10.0,-6.0,5,11,-16.0,H
2006,10,-3.0,-4.0,0,2,-3.0,H
2007,14,12.0,5.0,2,6,-8.0,A
2008,25,-4.0,24.0,-3,-13,4.0,H
2009,17,-3.0,3.0,-1,-2,8.0,A
2010,12,-6.0,-2.0,-2,-2,-5.0,H
2011,15,-1.0,-1.0,-1,0,-5.0,D
2012,14,-4.0,-6.0,-4,-1,-10.0,H
2013,13,22.0,1.0,5,12,-6.0,H
2014,15,2.0,1.0,3,-1,-7.0,D
2015,23,5.0,11.0,-2,-3,2.0,D
2016,12,6.0,-2.0,6,5,-3.0,A
2017,15,-11.0,-5.0,-2,-8,9.0,D
2018,15,-12.0,-2.0,-4,-5,10.0,D
2019,20,-7.0,11.0,-5,-11,13.0,A
2020,24,-3.0,11.0,-5,-8,8.0,D
2021,12,5.0,-3.0,2,9,-15.0,D
2022,13,5.0,0.0,6,4,4.0,D
2023,16,-5.0,-2.0,-7,-3,7.0,H
2024,15,-1.0,-1.0,-2,1,-10.0,H
2025,14,-11.0,-7.0,-1,-6,1.0,D
2026,16,-12.0,-5.0,-2,-5,5.0,H
2027,16,-9.0,1.0,-4,-7,3.0,A
2028,16,23.0,-1.0,2,12,-8.0,A
2029,23,2.0,13.0,-3,-8,3.0,A
2030,19,14.0,1.0,7,7,-1.0,A
2031,28,-3.0,20.0,-3,-15,16.0,H
2032,9,-7.0,-10.0,2,6,2.0,H
2033,18,2.0,5.0,-2,1,2.0,H
2034,9,-4.0,-11.0,7,7,-14.0,H
2035,14,11.0,-11.0,6,11,-15.0,H
2036,16,-6.0,-3.0,-2,0,-2.0,A
2037,17,-3.0,-3.0,0,-2,6.0,H
2038,22,0.0,5.0,0,-8,5.0,A
2039,15,2.0,1.0,4,4,3.0,D
2040,26,-5.0,13.0,-3,-9,5.0,A
2041,18,6.0,-6.0,2,4,-5.0,D
2042,16,1.0,-9.0,5,0,-4.0,A
2043,16,-3.0,-2.0,-1,-2,-10.0,D
2044,18,13.0,-1.0,2,10,-14.0,H
2045,25,0.0,8.0,1,-6,10.0,D
2046,14,-14.0,-13.0,-1,-5,4.0,H
2047,20,-11.0,2.0,-5,-11,7.0,H
2048,28,1.0,19.0,1,-10,10.0,D
2049,19,2.0,-1.0,-3,3,-1.0,H
2050,15,15.0,-3.0,6,14,-4.0,H
2051,25,-2.0,3.0,-4,-8,13.0,D
2052,12,-7.0,-10.0,6,6,-2.0,H
2053,16,19.0,-2.0,1,13,-5.0,D
2054,23,8.0,6.0,-2,3,-11.0,H
2055,20,-15.0,0.0,-6,-6,3.0,D
2056,12,1.0,-12.0,2,8,-10.0,H
2057,19,-6.0,1.0,-1,0,-1.0,H
2058,17,-2.0,-7.0,2,2,-3.0,H
2059,19,-7.0,-6.0,1,-2,-2.0,H
2060,15,-2.0,-15.0,-2,2,-9.0,D
2061,23,-4.0,2.0,-6,-8,-2.0,D
2062,22,-1.0,1.0,-5,-3,6.0,H
2063,22,0.0,-5.0,3,-1,-6.0,A
2064,29,-13.0,9.0,-4,-17,17.0,A
2065,21,5.0,-4.0,-1,2,-1.0,H
2066,30,3.0,19.0,6,-4,3.0,D
2067,18,-13.0,-2.0,-3,-6,-1.0,H
2068,32,20.0,16.0,-1,2,-3.0,H
2069,12,-4.0,-13.0,4,9,-5.0,D
2070,26,2.0,6.0,-2,-2,-4.0,H
2071,18,11.0,-2.0,8,14,-4.0,A
2072,27,-9.0,3.0,-7,-7,4.0,A
2073,21,-5.0,-1.0,-2,0,2.0,A
2074,22,6.0,-5.0,4,4,3.0,H
2075,12,-4.0,-15.0,-1,4,-12.0,A
2076,24,22.0,2.0,5,13,-9.0,H
2077,32,1.0,11.0,-6,-10,9.0,A
2078,16,-12.0,-15.0,1,-1,1.0,A
2079,31,15.0,19.0,6,1,2.0,H
2080,38,-3.0,22.0,-7,-19,17.0,D
2081,20,10.0,-10.0,7,12,-6.0,H
2082,16,1.0,-6.0,6,8,5.0,A
2083,25,3.0,-4.0,-2,2,-9.0,A
2084,22,4.0,-1.0,7,8,-7.0,H
2085,22,-7.0,-5.0,-1,0,-4.0,A
2086,21,-15.0,-1.0,-2,-8,13.0,D
2087,26,17.0,5.0,-4,5,-12.0,H
2088,15,-2.0,-13.0,0,7,-11.0,A
2089,35,-14.0,17.0,-4,-16,12.0,D
2090,36,-6.0,17.0,-7,-17,14.0,A
2091,29,-1.0,7.0,-1,-4,-8.0,H
2092,25,12.0,-5.0,3,10,-16.0,H
2093,22,-1.0,-1.0,-1,2,6.0,H
2094,22,1.0,-7.0,3,5,-5.0,H
2095,19,6.0,-4.0,6,14,-3.0,H
2096,41,-9.0,23.0,-7,-19,10.0,A
2097,18,-13.0,-12.0,-2,-2,3.0,H
2098,20,18.0,-14.0,3,14,-7.0,D
2099,22,-14.0,-3.0,2,-2,4.0,A
2100,22,-4.0,-5.0,4,6,1.0,A
2101,22,-5.0,-10.0,1,-3,-3.0,H
2102,27,24.0,1.0,6,17,-12.0,H
2103,38,20.0,16.0,-2,1,1.0,D
2104,27,-14.0,-1.0,-3,-6,-1.0,A
2105,25,-5.0,-3.0,1,0,9.0,H
2106,20,6.0,-15.0,0,9,-2.0,D
2107,36,-3.0,7.0,-5,-14,2.0,H
2108,17,-2.0,-13.0,1,8,-8.0,H
2109,35,-14.0,18.0,0,-17,15.0,H
2110,25,-5.0,-4.0,3,3,13.0,H
2111,25,17.0,-8.0,1,10,-13.0,H
2112,21,17.0,-13.0,3,20,-14.0,H
2113,29,0.0,5.0,0,-2,-1.0,H
2114,28,-13.0,-5.0,-6,-6,-8.0,H
2115,40,-11.0,20.0,0,-20,16.0,A
2116,22,-15.0,-2.0,-1,-1,8.0,D
2117,21,-5.0,-15.0,1,2,9.0,D
2118,25,-4.0,-2.0,-5,0,-1.0,D
2119,28,2.0,3.0,-2,2,-2.0,D
2120,48,6.0,29.0,-1,-11,4.0,D
2121,22,23.0,-15.0,5,21,-12.0,H
2122,42,-15.0,17.0,-8,-20,6.0,H
2123,33,-6.0,3.0,-6,-5,9.0,A
2124,20,-2.0,-16.0,0,6,-13.0,D
2125,30,-2.0,2.0,-2,-7,-5.0,H
2126,23,29.0,-10.0,6,25,-17.0,H
2127,37,3.0,6.0,-3,-8,7.0,D
2128,26,-14.0,-4.0,2,-5,11.0,A
2129,25,-6.0,-12.0,4,3,4.0,H
2130,41,3.0,23.0,-6,-11,12.0,A
2131,51,-7.0,30.0,-10,-23,18.0,A
2132,25,-18.0,-14.0,-2,-3,7.0,A
2133,26,-1.0,0.0,-3,3,-2.0,H
2134,27,26.0,-2.0,5,19,-3.0,H
2135,25,30.0,-14.0,8,26,-8.0,H
2136,41,3.0,23.0,-3,-7,8.0,A
2137,22,-14.0,-18.0,0,3,-5.0,D
2138,45,-10.0,18.0,-8,-21,15.0,D
2139,38,-8.0,6.0,-2,-10,10.0,A
2140,21,-9.0,-19.0,-2,7,-1.0,A
2141,21,-1.0,-18.0,-2,9,-3.0,H
2142,30,-1.0,2.0,-1,-4,-4.0,H
2143,30,0.0,-2.0,1,2,-7.0,H
2144,26,-13.0,-1.0,1,2,1.0,D
2145,28,-3.0,-9.0,2,-1,-12.0,H
2146,26,17.0,-14.0,6,19,-8.0,H
2147,49,2.0,27.0,-5,-19,8.0,D
2148,37,-2.0,4.0,-4,-7,3.0,H
2149,30,7.0,-1.0,7,11,-9.0,H
2150,31,-19.0,-7.0,-3,-8,1.0,H
2151,54,-17.0,31.0,-4,-30,16.0,H
2152,35,24.0,2.0,-1,9,-4.0,A
2153,30,-17.0,-8.0,-1,-6,2.0,A
2154,24,27.0,-17.0,5,26,-13.0,H
2155,33,-8.0,-1.0,2,-3,5.0,H
2156,31,-7.0,2.0,0,0,3.0,D
2157,28,-11.0,-15.0,-7,0,10.0,D
2158,23,2.0,-19.0,7,12,-10.0,D
2159,46,31.0,17.0,2,8,-2.0,H
2160,47,1.0,9.0,-4,-10,5.0,A
2161,24,-17.0,-18.0,1,3,-9.0,D
2162,30,-1.0,-3.0,-1,3,7.0,H
2163,45,0.0,24.0,-2,-15,6.0,D
2164,32,-10.0,2.0,3,-2,6.0,A
2165,24,-17.0,-19.0,2,3,-6.0,D
2166,47,-11.0,9.0,-10,-18,14.0,H
2167,33,29.0,-2.0,7,20,-9.0,H
2168,31,-15.0,-8.0,2,-2,-6.0,H
2169,37,-3.0,1.0,-2,-7,-3.0,H
2170,36,4.0,1.0,0,-1,-2.0,D
2171,60,-18.0,36.0,-7,-33,15.0,A
2172,32,-19.0,-9.0,0,-7,-2.0,H
2173,31,19.0,0.0,-1,18,-5.0,D
2174,39,-18.0,3.0,-8,-14,14.0,H
2175,28,-3.0,-17.0,0,5,2.0,D
2176,60,25.0,36.0,-2,-12,1.0,H
2177,37,30.0,0.0,9,19,-6.0,D
2178,28,-12.0,-17.0,4,2,7.0,A
2179,30,1.0,-15.0,-2,6,5.0,H
2180,32,0.0,-11.0,2,0,-7.0,H
2181,27,19.0,-22.0,0,23,-13.0,H
2182,36,4.0,0.0,-3,0,5.0,A
2183,34,-16.0,-3.0,4,-6,7.0,H
2184,60,1.0,35.0,1,-21,5.0,H
2185,48,-15.0,7.0,-3,-20,12.0,D
2186,51,-13.0,27.0,-6,-19,17.0,A
2187,31,0.0,-12.0,2,5,-11.0,D
2188,28,-12.0,-15.0,1,5,-8.0,A
2189,32,-11.0,-13.0,0,0,-4.0,D
2190,35,0.0,1.0,1,2,-1.0,H
2191,40,33.0,2.0,-4,20,-13.0,H
2192,36,-6.0,3.0,-2,-2,1.0,H
2193,31,7.0,-13.0,-2,18,-15.0,D
2194,58,-15.0,30.0,-3,-26,7.0,D
2195,31,-23.0,-13.0,1,-4,-2.0,H
2196,53,29.0,20.0,2,1,-1.0,H
2197,42,-2.0,3.0,-9,-4,4.0,A
2198,32,30.0,-12.0,8,26,-11.0,D
2199,40,-13.0,2.0,-6,-9,4.0,H
2200,33,1.0,-14.0,5,7,-2.0,D
2201,32,-1.0,-14.0,-3,4,-5.0,H
2202,55,-2.0,29.0,-7,-18,11.0,D
2203,45,-15.0,5.0,-3,-12,5.0,H
2204,63,-13.0,34.0,-1,-31,19.0,A
2205,50,-22.0,7.0,1,-20,11.0,D
2206,33,0.0,-15.0,1,2,-11.0,H
2207,38,18.0,-4.0,6,15,-7.0,H
2208,34,-12.0,-12.0,-2,-1,-3.0,D
2209,32,1.0,-13.0,-1,8,-6.0,H
2210,31,30.0,-22.0,8,27,-14.0,H
2211,38,36.0,3.0,1,28,-7.0,H
2212,36,-9.0,-14.0,-8,2,-1.0,A
2213,38,8.0,-2.0,1,15,-8.0,H
2214,41,-17.0,1.0,-3,-9,10.0,A
2215,39,-14.0,2.0,-2,-5,-3.0,H
2216,62,-18.0,32.0,-5,-29,15.0,A
2217,56,4.0,23.0,0,-11,3.0,H
2218,38,-12.0,-9.0,4,-3,8.0,H
2219,31,-18.0,-22.0,-1,2,3.0,A
2220,35,4.0,-12.0,8,9,-8.0,H
2221,61,-13.0,32.0,-2,-22,9.0,A
2222,37,-18.0,-13.0,0,-5,11.0,A
2223,48,32.0,7.0,-2,15,-2.0,D
2224,69,1.0,38.0,-5,-30,11.0,D
2225,38,32.0,-10.0,5,23,-16.0,H
2226,63,8.0,32.0,0,-9,1.0,D
2227,38,-13.0,-3.0,2,-1,-4.0,D
2228,39,-20.0,1.0,-3,-6,7.0,D
2229,32,32.0,-18.0,6,29,-18.0,H
2230,38,7.0,-12.0,3,11,-12.0,H
2231,47,38.0,6.0,-1,23,-6.0,H
2232,34,-12.0,-21.0,-6,4,-6.0,H
2233,39,8.0,-15.0,-3,16,-6.0,D
2234,39,-20.0,1.0,-2,-6,9.0,D
2235,64,4.0,32.0,2,-18,10.0,H
2236,59,-14.0,21.0,-6,-24,12.0,A
2237,33,-3.0,-20.0,0,6,-4.0,H
2238,46,1.0,4.0,-2,-7,-6.0,H
2239,46,-14.0,4.0,-6,-11,1.0,H
2240,42,-22.0,0.0,-6,-8,6.0,D
2241,55,37.0,7.0,7,12,-3.0,H
2242,42,-10.0,4.0,-4,-1,2.0,A
2243,41,-15.0,-12.0,0,-1,2.0,H
2244,47,-23.0,5.0,-3,-13,9.0,D
2245,73,31.0,39.0,-7,-9,3.0,H
2246,33,-17.0,-23.0,3,5,1.0,D
2247,41,12.0,1.0,5,11,-6.0,H
2248,32,22.0,-22.0,8,30,-17.0,H
2249,34,-12.0,-23.0,1,7,-7.0,D
2250,41,0.0,-13.0,3,5,4.0,A
2251,62,5.0,21.0,-1,-14,4.0,H
2252,39,-2.0,-17.0,0,2,-6.0,H
2253,35,7.0,-22.0,4,21,-14.0,D
2254,38,-23.0,-14.0,-5,-6,5.0,D
2255,70,38.0,38.0,-5,3,-1.0,H
2256,67,0.0,32.0,-2,-24,9.0,H
2257,43,-23.0,-14.0,-8,-9,6.0,H
2258,55,7.0,15.0,0,-10,2.0,A
2259,56,21.0,7.0,3,6,-2.0,H
2260,76,-14.0,39.0,-5,-37,14.0,D
2261,46,-22.0,-1.0,-3,-10,5.0,H
2262,37,-12.0,-21.0,1,7,-7.0,A
2263,51,-16.0,6.0,-3,-8,4.0,H
2264,42,30.0,-13.0,-3,25,-5.0,A
2265,45,-18.0,4.0,-3,-6,10.0,A
2266,44,37.0,-1.0,7,26,-10.0,D
2267,56,18.0,6.0,10,2,1.0,A
2268,33,-23.0,-23.0,4,3,-4.0,H
2269,46,22.0,2.0,1,19,-10.0,H
2270,58,-12.0,16.0,-2,-13,3.0,H
2271,68,-2.0,25.0,-9,-22,11.0,A
2272,71,5.0,37.0,-3,-20,5.0,H
2273,67,6.0,29.0,6,-19,4.0,D
2274,39,39.0,-21.0,2,38,-18.0,H
2275,46,-1.0,-15.0,-1,-1,1.0,D
2276,39,-1.0,-22.0,0,7,-3.0,A
2277,39,8.0,-20.0,4,20,-13.0,H
2278,44,-24.0,-14.0,-5,-11,10.0,A
2279,40,-19.0,-14.0,3,0,2.0,A
2310,9,1.0,10.0,-6,-6,16.0,A
2311,5,0.0,2.0,-1,-1,-9.0,D
2312,5,9.0,2.0,4,4,-14.0,H
2313,7,1.0,4.0,-2,-2,6.0,H
2314,7,-1.0,3.0,-5,-5,7.0,A
2315,3,3.0,-5.0,4,4,16.0,A
2316,0,-3.0,-4.0,1,1,-10.0,D
2317,0,-2.0,-3.0,2,2,2.0,A
2318,7,-5.0,2.0,-4,-4,12.0,D
2319,7,2.0,2.0,-2,-2,11.0,D
2320,4,-4.0,-7.0,-3,-3,16.0,H
2321,2,-4.0,-3.0,1,1,6.0,A
2322,5,2.0,-1.0,2,2,-8.0,H
2323,3,-5.0,-2.0,-1,-1,1.0,H
2324,4,1.0,-5.0,3,3,3.0,A
2325,12,-3.0,12.0,-10,-10,8.0,D
2326,10,15.0,4.0,2,2,-4.0,H
2327,8,-2.0,2.0,-6,-6,-1.0,H
2328,7,-1.0,3.0,-1,-1,-4.0,H
2329,3,-7.0,-4.0,1,1,-15.0,H
2330,5,2.0,-2.0,5,5,-5.0,H
2331,7,-1.0,-2.0,0,0,-12.0,H
2332,7,12.0,0.0,6,6,-6.0,H
2333,4,2.0,-3.0,5,5,-14.0,H
2334,15,-2.0,17.0,-7,-7,12.0,D
2335,3,-5.0,-3.0,0,0,1.0,D
2336,9,-3.0,0.0,-4,-4,11.0,A
2337,7,-2.0,2.0,0,0,1.0,D
2338,5,-2.0,2.0,0,0,-1.0,H
2339,5,2.0,-3.0,2,2,1.0,H
2340,16,-5.0,14.0,-9,-12,18.0,A
2341,10,-2.0,0.0,-2,-3,-1.0,A
2342,8,17.0,-1.0,6,8,-10.0,H
2343,4,1.0,-5.0,0,1,3.0,D
2344,12,-3.0,4.0,-7,-5,15.0,A
2345,13,-8.0,5.0,-12,-10,12.0,A
2346,8,-3.0,-2.0,-5,-4,-8.0,H
2347,9,-5.0,-2.0,-3,-4,-3.0,H
2348,7,1.0,-5.0,6,5,1.0,H
2349,7,5.0,-2.0,5,6,-1.0,H
2350,19,2.0,19.0,-4,-6,6.0,D
2351,11,18.0,4.0,6,8,-15.0,H
2352,8,-3.0,-3.0,-1,0,1.0,H
2353,4,-8.0,-9.0,1,4,-2.0,D
2354,7,-4.0,3.0,1,2,5.0,H
2355,3,-6.0,-12.0,3,2,-3.0,A
2356,6,-6.0,1.0,1,1,-10.0,H
2357,13,5.0,1.0,-2,2,1.0,D
2358,7,-5.0,-4.0,4,-2,-10.0,H
2359,5,4.0,-5.0,2,6,6.0,A
2360,6,-10.0,0.0,-1,0,5.0,A
2361,11,2.0,-1.0,-2,3,-4.0,D
2362,5,5.0,-8.0,9,11,-10.0,H
2363,8,-6.0,-5.0,-6,-1,9.0,D
2364,12,-5.0,-2.0,2,-2,-11.0,H
2365,16,-9.0,2.0,-8,-11,15.0,A
2366,10,1.0,-2.0,0,-3,2.0,A
2367,22,19.0,21.0,-2,-2,1.0,A
2368,19,-8.0,11.0,-6,-10,11.0,H
2369,10,11.0,-5.0,3,9,3.0,A
2370,20,-3.0,14.0,-5,-10,5.0,A
2371,8,26.0,-6.0,12,17,-19.0,H
2372,5,-1.0,-10.0,6,7,-7.0,D
2373,11,2.0,0.0,2,-2,-3.0,D
2374,6,-5.0,-12.0,4,3,-7.0,H
2375,15,-2.0,2.0,0,-4,2.0,A
2376,7,-9.0,-1.0,-5,-2,6.0,A
2377,12,4.0,-7.0,5,7,-13.0,H
2378,19,-4.0,6.0,-7,-7,9.0,A
2379,11,-3.0,-2.0,1,2,-7.0,H
2380,13,0.0,-1.0,-3,-1,4.0,H
2381,19,-10.0,8.0,-7,-13,13.0,A
2382,12,4.0,-3.0,4,6,-3.0,D
2383,10,15.0,2.0,3,13,-11.0,H
2384,10,8.0,-4.0,10,12,-2.0,H
2385,28,-9.0,28.0,-10,-16,16.0,A
2386,12,-14.0,-6.0,-1,-6,4.0,H
2387,22,1.0,6.0,-6,-12,5.0,A
2388,5,-8.0,-11.0,1,3,5.0,H
2389,8,-4.0,-8.0,2,2,-13.0,H
2390,25,29.0,9.0,2,6,-4.0,H
2391,19,-2.0,2.0,-7,-6,9.0,A
2392,12,-11.0,-10.0,-1,0,-3.0,A
2393,10,1.0,-1.0,-1,0,4.0,D
2394,26,-3.0,16.0,-2,-13,9.0,A
2395,9,-7.0,-9.0,1,2,-8.0,H
2396,6,-13.0,-11.0,-2,-1,-4.0,D
2397,19,9.0,4.0,0,3,-2.0,A
2398,15,8.0,1.0,6,10,-12.0,H
2399,10,2.0,-1.0,6,9,-6.0,D
2400,16,-10.0,-1.0,-3,-7,11.0,A
2401,11,8.0,-7.0,2,11,-14.0,H
2402,25,17.0,7.0,0,4,-3.0,D
2403,15,-3.0,-9.0,-2,-2,-5.0,H
2404,7,-12.0,-11.0,0,5,-5.0,H
2405,6,1.0,-13.0,4,5,-2.0,A
2406,28,-6.0,10.0,-6,-14,6.0,A
2407,34,5.0,31.0,-6,-12,7.0,D
2408,15,-4.0,-1.0,1,-2,-5.0,D
2409,29,-1.0,17.0,-6,-14,14.0,A
2410,14,-13.0,-4.0,-4,-7,8.0,H
2411,16,31.0,-2.0,8,19,-11.0,H
2412,25,7.0,11.0,4,1,-1.0,A
2413,14,-10.0,-8.0,0,1,7.0,D
2414,9,13.0,-12.0,12,22,-14.0,H
2415,23,-12.0,3.0,-9,-14,12.0,A
2416,15,-2.0,-10.0,3,1,-7.0,A
2417,11,-10.0,0.0,-1,0,7.0,H
2418,23,-1.0,5.0,-4,-11,1.0,H
2419,16,3.0,-2.0,7,7,-4.0,H
2420,16,-15.0,-2.0,-2,-7,2.0,A
2421,16,4.0,-10.0,4,7,-9.0,H
2422,14,18.0,-9.0,7,19,-18.0,H
2423,26,-6.0,4.0,-3,-10,7.0,H
2424,15,-6.0,0.0,-3,-1,2.0,H
2425,9,-8.0,-16.0,0,6,-5.0,A
2426,31,-9.0,12.0,-6,-13,10.0,H
2427,10,-1.0,-11.0,-3,1,-6.0,H
2428,38,14.0,35.0,-4,-10,5.0,H
2429,15,-11.0,-8.0,1,-5,9.0,A
2430,19,-3.0,-4.0,1,-2,-5.0,D
2431,9,-2.0,-16.0,2,6,-9.0,H
2432,17,2.0,-4.0,-1,9,-6.0,D
2433,31,-15.0,15.0,-5,-19,9.0,D
2434,21,-12.0,-8.0,-3,-7,6.0,A
2435,26,-1.0,5.0,-1,-7,8.0,A
2436,29,34.0,8.0,-3,9,-2.0,H
2437,36,-11.0,21.0,-9,-20,15.0,A
2438,14,13.0,0.0,8,20,-9.0,H
2439,9,-12.0,-16.0,1,1,1.0,A
2440,20,-13.0,-4.0,-4,-6,8.0,D
2441,29,-3.0,7.0,-6,-10,13.0,A
2442,18,-2.0,-4.0,2,2,-4.0,H
2443,39,0.0,23.0,-5,-21,7.0,A
2444,24,35.0,-7.0,-2,17,-13.0,H
2445,18,2.0,-8.0,-5,9,-5.0,A
2446,14,-13.0,-1.0,0,2,4.0,A
2447,29,-15.0,7.0,-2,-16,7.0,D
2448,32,13.0,15.0,0,3,-2.0,D
2449,27,-18.0,2.0,-2,-18,13.0,A
2450,18,15.0,-5.0,4,15,-3.0,D
2451,10,7.0,-14.0,5,20,-11.0,D
2452,14,28.0,-15.0,5,28,-13.0,H
2453,19,-10.0,-4.0,8,5,-2.0,D
2454,21,0.0,-2.0,1,-4,6.0,D
2455,44,-7.0,38.0,-3,-23,9.0,D
2456,15,8.0,-13.0,6,17,-17.0,D
2457,38,-4.0,15.0,-2,-17,8.0,A
2458,16,-5.0,-14.0,4,2,-6.0,D
2459,27,7.0,1.0,6,3,3.0,H
2460,17,8.0,-14.0,8,16,-14.0,H
2461,16,-19.0,-13.0,-2,-4,-2.0,D
2462,20,15.0,-4.0,5,14,-10.0,A
2463,11,33.0,-14.0,11,34,-17.0,A
2464,19,-6.0,-5.0,-2,2,3.0,D
2465,14,-10.0,-20.0,5,11,-1.0,D
2466,39,-5.0,15.0,-3,-20,7.0,D
2467,45,0.0,38.0,-3,-27,12.0,H
2468,24,-7.0,-1.0,0,-2,3.0,A
2469,19,-4.0,-5.0,-1,1,5.0,A
2470,26,-13.0,-10.0,-4,-12,5.0,A
2471,36,-5.0,9.0,-5,-16,6.0,H
2472,22,-15.0,-6.0,-5,-5,5.0,A
2473,34,-13.0,13.0,-3,-17,14.0,A
2474,34,37.0,9.0,-4,11,-7.0,H
2475,22,16.0,-8.0,4,20,-6.0,H
2476,21,-20.0,1.0,-4,-6,2.0,A
2477,13,-2.0,-19.0,4,11,-11.0,A
2478,45,1.0,32.0,-8,-15,3.0,H
2479,24,16.0,-2.0,3,18,-3.0,H
2480,24,-4.0,-4.0,-3,-1,9.0,D
2481,23,-14.0,-4.0,-4,-9,10.0,H
2482,24,14.0,4.0,-4,13,-7.0,H
2483,29,6.0,-9.0,0,5,-6.0,D
2484,16,29.0,-18.0,2,29,-16.0,H
2485,17,18.0,-14.0,8,28,-16.0,D
2486,25,-9.0,-5.0,1,-3,-2.0,A
2487,17,4.0,-16.0,6,16,-12.0,H
2488,36,-3.0,8.0,-1,-13,8.0,H
2489,48,-23.0,40.0,-7,-33,14.0,A
2490,35,-21.0,6.0,1,-19,10.0,H
2491,17,-4.0,-12.0,-2,8,-12.0,D
2492,36,-6.0,5.0,-4,-13,4.0,H
2493,40,-4.0,15.0,0,-12,6.0,D
2494,15,-17.0,-24.0,-1,2,2.0,H
2495,22,-9.0,-10.0,2,8,4.0,A
2496,26,3.0,-2.0,2,-2,2.0,H
2497,24,-14.0,-4.0,-1,-6,4.0,A
2498,48,7.0,32.0,-2,-12,1.0,A
2499,46,41.0,18.0,-1,5,-3.0,H
2500,54,-4.0,42.0,-5,-28,6.0,H
2501,30,33.0,-10.0,3,21,-12.0,H
2502,41,-4.0,15.0,0,-15,5.0,D
2503,15,17.0,-26.0,7,31,-11.0,H
2504,35,-15.0,4.0,-2,-17,12.0,A
2505,20,-3.0,-15.0,4,7,-1.0,D
2506,36,-12.0,2.0,-1,-18,14.0,A
2507,36,-19.0,6.0,3,-17,15.0,D
2508,25,-3.0,-9.0,4,1,-1.0,D
2509,29,5.0,-4.0,2,-2,1.0,H
2510,18,6.0,-14.0,-3,19,-16.0,H
2511,27,41.0,-3.0,1,27,-8.0,H
2512,20,-7.0,-19.0,0,9,-6.0,H
2513,18,-15.0,-18.0,2,3,-3.0,A
2514,30,-12.0,8.0,-7,0,1.0,A
2515,27,-9.0,-4.0,-4,-1,-1.0,A
2516,29,-28.0,-3.0,-4,-14,8.0,D
2517,54,15.0,35.0,-1,-12,4.0,D
2518,28,4.0,-3.0,1,11,-11.0,H
2519,49,7.0,19.0,-3,-11,4.0,D
2520,21,-20.0,-16.0,0,-3,2.0,H
2521,16,-21.0,-28.0,6,4,3.0,A
2522,43,-3.0,15.0,-3,-13,1.0,H
2523,30,-6.0,-13.0,3,-3,-5.0,H
2524,39,35.0,7.0,5,16,-6.0,H
2525,40,9.0,12.0,8,-7,10.0,A
2526,32,-3.0,-5.0,0,-2,-1.0,A
2527,42,19.0,5.0,-4,8,-1.0,H
2528,57,-4.0,44.0,-7,-29,15.0,A
2529,26,-17.0,-10.0,0,-5,10.0,A
2530,20,13.0,-22.0,2,23,-12.0,H
2531,21,45.0,-19.0,5,39,-18.0,H
2532,21,0.0,-21.0,5,21,-15.0,D
2533,30,-17.0,-5.0,-3,-9,8.0,A
2534,33,-6.0,8.0,-2,-4,-3.0,H
2535,28,-27.0,-5.0,-1,-9,-1.0,D
2536,53,13.0,24.0,-1,-10,-1.0,H
2537,58,-4.0,36.0,-3,-23,10.0,A
2538,30,-14.0,-4.0,-6,0,3.0,H
2539,28,-19.0,-5.0,2,-7,3.0,D
2540,46,5.0,16.0,-6,-7,5.0,A
2541,20,48.0,-25.0,8,43,-17.0,H
2542,34,-18.0,-1.0,-5,-13,10.0,D
