,ATP,HTGD,ATGD,DiffFormPts,DiffPts,DiffLP,FTR
3150,22,12.0,10.0,-1,3,-4.0,H
3151,23,4.0,11.0,-2,-3,3.0,D
3152,12,-9.0,0.0,1,-2,7.0,A
3153,4,-5.0,-15.0,3,10,5.0,A
3154,11,-1.0,-12.0,6,6,-8.0,H
3155,7,-4.0,-14.0,-3,3,-5.0,H
3156,21,-2.0,8.0,-5,-11,10.0,A
3157,20,-6.0,5.0,-9,-8,13.0,D
3158,20,16.0,3.0,2,-1,-5.0,H
3159,14,0.0,-1.0,1,0,2.0,D
3160,7,-1.0,-16.0,-1,8,1.0,D
3161,28,-6.0,14.0,-7,-15,16.0,A
3162,13,4.0,-2.0,3,8,-4.0,H
3163,15,0.0,0.0,4,5,-7.0,H
3164,7,-13.0,-14.0,0,4,7.0,H
3165,10,-5.0,-10.0,-1,0,-6.0,H
3166,22,11.0,8.0,2,2,-5.0,H
3167,24,-6.0,11.0,-5,-10,14.0,H
3168,15,22.0,1.0,1,7,-11.0,H
3169,21,-3.0,5.0,-4,-1,-1.0,D
3170,13,-15.0,-2.0,-1,-6,-2.0,H
3171,17,17.0,-4.0,6,14,-12.0,H
3172,21,-13.0,-3.0,-5,-11,13.0,A
3173,14,9.0,-12.0,0,10,-16.0,H
3174,24,5.0,8.0,2,-2,2.0,A
3175,16,6.0,-1.0,1,6,-7.0,A
3176,13,-6.0,-9.0,0,0,-11.0,D
3177,27,-16.0,13.0,-3,-19,11.0,A
3178,23,-2.0,1.0,-7,-8,2.0,H
3179,25,-1.0,25.0,-4,-10,16.0,A
3180,14,-14.0,-9.0,2,-4,-9.0,H
3181,13,13.0,-3.0,3,14,-11.0,H
3182,23,4.0,-2.0,-4,-1,-3.0,A
3183,28,5.0,26.0,-8,-6,7.0,D
3184,30,-6.0,14.0,-4,-16,6.0,H
3185,24,-17.0,-2.0,-1,-16,8.0,A
3186,14,-2.0,-16.0,-1,1,-1.0,A
3187,27,19.0,9.0,3,7,-1.0,D
3188,19,-14.0,0.0,-9,-9,4.0,H
3189,17,1.0,-6.0,1,1,-4.0,D
3190,15,-11.0,-4.0,0,-1,3.0,H
3191,13,13.0,-12.0,0,17,-8.0,H
3192,13,9.0,-12.0,6,15,-14.0,H
3193,17,-6.0,-5.0,-4,1,7.0,D
3194,35,26.0,19.0,0,-6,-3.0,H
3195,23,-1.0,5.0,8,3,2.0,D
3196,8,-6.0,-18.0,-1,5,-1.0,D
3197,22,-2.0,3.0,3,-3,8.0,A
3198,19,-14.0,1.0,1,-2,6.0,D
3199,30,-1.0,16.0,-3,-3,4.0,A
3200,27,-13.0,-1.0,-1,-14,1.0,A
3201,32,-15.0,29.0,-10,-19,18.0,A
3202,17,21.0,-10.0,5,16,-18.0,H
3203,14,6.0,-6.0,1,11,-6.0,H
3204,19,-5.0,-5.0,3,-1,-6.0,H
3205,18,-18.0,-14.0,-5,-9,-4.0,D
3206,19,-5.0,-6.0,-4,-4,1.0,D
3207,27,5.0,-6.0,-5,-3,2.0,A
3208,31,1.0,12.0,-3,-11,7.0,A
3209,33,16.0,14.0,-2,2,1.0,D
3210,13,-6.0,-16.0,-2,6,4.0,A
3211,24,-12.0,4.0,2,-7,12.0,A
3212,20,14.0,0.0,5,14,-9.0,H
3213,10,13.0,-18.0,10,24,-9.0,A
3214,28,-6.0,8.0,-1,-8,9.0,A
3215,36,31.0,23.0,1,-1,-1.0,H
3216,21,2.0,-4.0,2,9,1.0,H
3217,13,-14.0,-17.0,5,6,-1.0,A
3218,16,-5.0,-5.0,9,14,-11.0,D
3219,36,-8.0,16.0,-4,-22,9.0,A
3220,20,-7.0,-1.0,-2,-1,3.0,D
3221,13,-15.0,-17.0,-1,4,6.0,D
3222,16,-7.0,-16.0,-3,4,-3.0,H
3223,16,32.0,-15.0,4,22,-10.0,H
3224,31,-15.0,9.0,-4,-12,11.0,A
3225,17,-10.0,-5.0,-1,-3,-4.0,D
3226,36,15.0,22.0,-2,1,1.0,H
3227,27,12.0,7.0,5,7,-3.0,H
3228,39,6.0,18.0,2,-6,6.0,A
3229,21,-5.0,-8.0,2,10,-3.0,H
3230,18,19.0,-15.0,4,24,-16.0,H
3231,19,-16.0,-16.0,1,-3,-7.0,D
3232,15,-22.0,-10.0,4,1,6.0,H
3233,23,21.0,-1.0,3,13,-14.0,H
3234,34,10.0,-2.0,2,0,1.0,A
3235,40,6.0,16.0,-5,-13,5.0,A
3236,37,-11.0,13.0,-3,-16,4.0,D
3237,20,-17.0,-7.0,5,-6,-1.0,A
3238,41,-1.0,33.0,-10,-20,11.0,A
3239,33,-5.0,5.0,-7,-15,7.0,H
3240,15,-17.0,-11.0,2,3,7.0,A
3241,20,13.0,-16.0,7,18,-13.0,H
3242,14,-21.0,-18.0,0,5,5.0,A
3243,43,-3.0,19.0,-8,-20,13.0,A
3244,21,9.0,-2.0,10,13,-5.0,H
3245,21,3.0,-4.0,-2,6,-9.0,H
3246,17,-1.0,-16.0,6,20,-5.0,H
3247,44,4.0,34.0,-8,-11,9.0,A
3248,39,-11.0,23.0,-4,-17,7.0,A
3249,45,-6.0,21.0,-6,-22,11.0,A
3250,19,22.0,-24.0,7,29,-15.0,H
3251,22,-18.0,-13.0,0,-5,2.0,H
3252,23,25.0,-7.0,5,19,-13.0,D
3253,18,36.0,-19.0,14,29,-19.0,H
3254,23,-18.0,-5.0,-2,-3,2.0,H
3255,30,-15.0,4.0,2,-13,6.0,D
3256,33,-9.0,2.0,-2,-15,3.0,A
3257,37,21.0,11.0,1,9,-4.0,H
3258,40,-4.0,1.0,-12,-19,6.0,A
3259,41,-5.0,15.0,-4,-20,12.0,D
3260,23,-17.0,-6.0,4,-3,-5.0,H
3261,42,25.0,15.0,-1,1,-3.0,H
3262,18,9.0,-21.0,8,19,-13.0,H
3263,36,-17.0,4.0,-2,-13,8.0,D
3264,51,4.0,24.0,-8,-20,4.0,D
3265,19,-6.0,-26.0,-5,2,-7.0,H
3266,22,-7.0,-5.0,-1,2,-2.0,H
3267,18,23.0,-11.0,11,31,-10.0,D
3268,22,-15.0,-14.0,7,-4,5.0,H
3269,50,3.0,38.0,-2,-7,5.0,A
3270,24,-23.0,-17.0,-4,-6,2.0,H
3271,27,11.0,-6.0,0,15,-10.0,H
3272,32,-28.0,4.0,-2,-13,11.0,A
3273,43,-7.0,-1.0,-9,-20,10.0,D
3274,21,4.0,-14.0,-4,16,-4.0,A
3275,40,-15.0,11.0,-8,-18,2.0,H
3276,24,-11.0,-4.0,1,-5,1.0,H
3277,23,24.0,-16.0,6,29,-7.0,H
3278,46,-6.0,29.0,-5,-24,15.0,D
3279,50,42.0,23.0,2,3,-2.0,A
3280,22,-7.0,-9.0,0,5,2.0,A
3281,37,24.0,1.0,9,16,-7.0,H
3282,23,-18.0,-6.0,2,0,-6.0,H
3283,55,29.0,26.0,-2,-8,-2.0,H
3284,53,-18.0,41.0,-7,-29,17.0,D
3285,25,7.0,-14.0,4,10,-1.0,D
3286,24,-11.0,-7.0,9,0,-2.0,A
3287,21,-6.0,-22.0,0,3,-8.0,H
3288,19,10.0,-31.0,3,21,-12.0,D
3289,45,-1.0,12.0,2,-1,1.0,H
3290,27,-25.0,-9.0,-1,-6,5.0,D
3291,36,-5.0,7.0,-5,-9,8.0,A
3292,56,-8.0,27.0,-11,-33,14.0,D
3293,25,-7.0,-18.0,5,0,-5.0,H
3294,41,22.0,10.0,3,14,-3.0,D
3295,50,-31.0,33.0,-10,-30,17.0,A
3296,47,-2.0,0.0,-6,-10,4.0,A
3297,27,-14.0,-3.0,-2,-1,-3.0,D
3298,24,22.0,-13.0,0,31,-10.0,H
3299,27,-25.0,-5.0,-1,-6,4.0,A
3300,45,27.0,10.0,7,12,-2.0,H
3301,42,-18.0,10.0,4,-16,4.0,A
3302,27,42.0,-14.0,5,30,-8.0,H
3303,20,-8.0,-32.0,2,4,-2.0,D
3304,39,-5.0,8.0,1,-11,5.0,H
3305,28,34.0,-3.0,4,25,-10.0,H
3306,28,-6.0,-9.0,-1,9,-5.0,H
3307,50,-20.0,4.0,-5,-25,12.0,H
3308,28,10.0,-5.0,-6,17,-8.0,H
3309,57,-32.0,27.0,-10,-37,16.0,A
3310,40,-2.0,-5.0,3,-10,6.0,A
3311,56,6.0,35.0,-5,-17,6.0,A
3312,59,-15.0,25.0,-3,-32,5.0,H
3313,28,-10.0,-19.0,-1,0,-3.0,H
3314,27,-4.0,-18.0,0,1,1.0,D
3315,22,3.0,-29.0,3,28,-14.0,H
3316,21,-29.0,-32.0,2,1,1.0,H
3317,50,28.0,3.0,4,10,-3.0,H
3318,39,-18.0,6.0,-1,-12,3.0,A
3319,27,-19.0,-15.0,0,1,9.0,D
3320,48,-11.0,15.0,-5,-23,10.0,A
3321,63,-7.0,30.0,-9,-32,12.0,H
3322,22,12.0,-30.0,5,29,-15.0,H
3323,43,-34.0,-2.0,-4,-22,9.0,H
3324,63,-5.0,49.0,-3,-33,15.0,A
3325,28,3.0,-22.0,3,11,-10.0,H
3326,31,-14.0,-4.0,-4,-1,-4.0,H
3327,27,-18.0,-19.0,0,-2,3.0,D
3328,25,-4.0,-11.0,2,4,-5.0,A
3329,59,15.0,38.0,-5,-11,5.0,A
3330,62,0.0,25.0,2,-9,2.0,A
3331,62,-28.0,41.0,-11,-37,18.0,A
3332,62,34.0,25.0,6,4,-1.0,H
3333,29,13.0,-5.0,4,25,-7.0,H
3334,28,-7.0,-10.0,1,2,-1.0,H
3335,21,52.0,-36.0,11,45,-18.0,H
3336,28,-3.0,-19.0,1,15,-1.0,H
3337,25,-22.0,-19.0,4,4,4.0,H
3338,48,-6.0,12.0,1,-17,6.0,A
3339,31,-6.0,-14.0,1,3,6.0,A
3340,45,-1.0,6.0,-3,8,-2.0,H
3341,29,19.0,-6.0,5,33,-8.0,D
3342,67,14.0,52.0,-3,-16,6.0,A
3343,57,-2.0,16.0,-3,-11,5.0,A
3344,25,44.0,-20.0,14,40,-12.0,H
3345,33,-8.0,-5.0,0,-2,-3.0,H
3346,67,19.0,52.0,-6,-5,3.0,D
3347,66,-20.0,33.0,-8,-38,8.0,H
3348,34,14.0,-9.0,3,17,-8.0,H
3349,46,6.0,-2.0,0,-1,-2.0,H
3350,33,-9.0,-6.0,4,4,-7.0,H
3351,32,-6.0,-22.0,-5,-2,-6.0,H
3352,25,-12.0,-32.0,2,4,-3.0,D
3353,60,-40.0,18.0,-11,-36,14.0,A
3354,56,45.0,0.0,9,12,-4.0,H
3355,34,-24.0,-7.0,-5,-9,1.0,A
3356,24,-12.0,-40.0,2,10,-4.0,A
3357,31,-32.0,-19.0,-2,-6,9.0,A
3358,37,39.0,-9.0,2,32,-6.0,H
3359,30,-6.0,-6.0,4,3,4.0,H
3360,48,54.0,9.0,1,22,-7.0,H
3361,54,-9.0,14.0,-3,-8,3.0,A
3362,32,-25.0,-11.0,-3,0,1.0,A
3363,64,21.0,19.0,10,-1,1.0,H
3364,71,-6.0,49.0,-9,-34,11.0,A
3365,25,-4.0,-25.0,6,31,-8.0,H
3366,34,-16.0,-13.0,1,0,-4.0,H
3367,32,-42.0,-25.0,-1,-8,1.0,H
3368,26,9.0,-32.0,5,22,-12.0,A
3369,46,-8.0,-9.0,7,-6,-1.0,H
3370,66,-25.0,22.0,-14,-40,9.0,A
3371,59,-11.0,0.0,2,-26,11.0,D
3372,71,50.0,54.0,7,3,1.0,H
3373,72,-4.0,41.0,-5,-39,9.0,A
3374,37,16.0,-7.0,-1,27,-9.0,H
3375,37,22.0,-15.0,5,29,-6.0,A
3376,26,54.0,-25.0,7,45,-13.0,D
3377,48,-14.0,6.0,-6,-14,7.0,D
3378,40,-35.0,-11.0,-6,-14,11.0,D
3379,26,41.0,-25.0,8,46,-11.0,A
3380,33,-14.0,-5.0,-1,13,-2.0,A
3381,30,0.0,-40.0,-2,30,-13.0,H
3382,40,-9.0,-14.0,-6,-3,2.0,A
3383,57,21.0,16.0,3,9,-2.0,H
3384,67,-9.0,18.0,1,-31,12.0,A
3385,77,-27.0,51.0,-12,-45,16.0,A
3386,33,56.0,-13.0,3,41,-16.0,H
3387,36,-40.0,-9.0,3,-6,3.0,D
3388,32,16.0,-27.0,6,25,-11.0,H
3389,66,5.0,21.0,-6,-18,3.0,H
3390,63,-10.0,2.0,0,-19,3.0,A
3391,35,-4.0,-17.0,6,1,-3.0,H
3392,37,-12.0,-10.0,2,-1,4.0,H
3393,77,-13.0,58.0,5,-34,10.0,A
3394,75,52.0,41.0,6,5,-1.0,A
3395,30,-20.0,-34.0,2,2,-6.0,H
3396,46,21.0,-15.0,8,24,-6.0,H
3397,37,-17.0,-9.0,-3,-2,-1.0,H
3398,77,23.0,58.0,2,-8,4.0,A
3399,32,20.0,-20.0,2,28,-7.0,A
3400,30,-18.0,-38.0,-5,16,-10.0,H
3401,31,-11.0,-42.0,0,13,-10.0,H
3402,52,-1.0,7.0,2,-13,4.0,A
3403,66,-11.0,3.0,-7,-29,7.0,H
3404,36,24.0,-13.0,3,37,-13.0,H
3405,32,43.0,-32.0,9,46,-15.0,D
3406,80,-15.0,50.0,0,-37,9.0,D
3407,37,19.0,-11.0,5,23,-9.0,H
3408,38,59.0,-15.0,6,42,-14.0,H
3409,36,-19.0,-13.0,3,-1,-3.0,H
3410,79,-41.0,43.0,-6,-49,17.0,A
3411,44,-45.0,-15.0,-3,-13,8.0,D
3412,69,-13.0,20.0,-2,-32,11.0,A
3413,49,50.0,-15.0,7,32,-8.0,H
3414,40,63.0,-9.0,10,43,-12.0,H
3415,76,-32.0,25.0,-11,-43,14.0,A
3416,63,8.0,21.0,-2,-8,1.0,D
3417,39,-17.0,-2.0,7,-1,2.0,A
3418,38,1.0,-19.0,6,28,-9.0,H
3419,47,-15.0,-8.0,-3,-11,8.0,A
3450,6,1.0,3.0,-1,-1,1.0,D
3451,9,7.0,5.0,0,0,-7.0,H
3452,1,-3.0,-3.0,0,0,-9.0,D
3453,7,2.0,2.0,-1,-1,-11.0,A
3454,2,1.0,-2.0,2,2,-8.0,H
3455,2,0.0,-2.0,2,2,-5.0,A
3456,6,-1.0,2.0,-4,-4,11.0,D
3457,2,-3.0,-3.0,0,0,2.0,A
3458,3,-1.0,-4.0,-1,-1,4.0,H
3459,3,0.0,-1.0,1,1,6.0,D
3460,6,3.0,1.0,4,4,14.0,A
3461,3,-3.0,-1.0,-1,-1,3.0,D
3462,5,-6.0,0.0,-3,-3,-3.0,D
3463,4,-8.0,-1.0,-1,-1,-9.0,D
3464,7,3.0,5.0,2,2,1.0,A
3465,6,-1.0,1.0,-2,-2,6.0,H
3466,2,-1.0,-3.0,3,3,1.0,A
3467,5,-1.0,3.0,0,0,10.0,H
3468,12,3.0,9.0,-5,-5,1.0,D
3469,2,2.0,-5.0,5,5,-8.0,A
3470,7,4.0,1.0,2,2,-2.0,D
3471,10,9.0,0.0,3,3,-16.0,H
3472,8,-2.0,1.0,-3,-3,-4.0,H
3473,8,0.0,3.0,-2,-2,16.0,A
3474,5,-1.0,-2.0,1,1,-5.0,D
3475,7,1.0,1.0,-2,-2,-8.0,H
3476,4,6.0,-8.0,6,6,7.0,H
3477,9,-1.0,2.0,-5,-5,8.0,D
3478,3,-4.0,-3.0,2,2,-6.0,H
3479,3,-1.0,-6.0,2,2,-6.0,H
3480,11,-3.0,5.0,-1,-1,15.0,A
3481,8,-2.0,0.0,-5,-2,8.0,H
3482,3,-1.0,-7.0,4,5,-5.0,D
3483,8,-1.0,0.0,-3,-1,-7.0,H
3484,8,-1.0,0.0,-4,-3,7.0,H
3485,3,2.0,-7.0,4,7,-7.0,D
3486,10,12.0,4.0,6,6,-2.0,H
3487,6,2.0,-2.0,3,2,-7.0,H
3488,13,1.0,7.0,-8,-5,-2.0,H
3489,4,0.0,-9.0,3,3,12.0,H
3490,9,2.0,0.0,1,1,-15.0,D
3491,10,-7.0,2.0,-3,-6,7.0,A
3492,19,-2.0,14.0,-5,-11,9.0,A
3493,10,-3.0,-5.0,-2,-4,-6.0,H
3494,11,7.0,2.0,3,3,-3.0,H
3495,9,-7.0,-1.0,-5,-5,1.0,H
3496,8,6.0,1.0,6,5,-9.0,H
3497,10,-11.0,0.0,-3,-6,-6.0,A
3498,11,-2.0,2.0,2,-3,1.0,H
3499,11,-1.0,3.0,-4,-3,9.0,D
3500,10,1.0,0.0,1,3,-12.0,D
3501,11,14.0,-1.0,5,5,-2.0,H
3502,11,-7.0,2.0,0,-3,13.0,A
3503,9,1.0,-2.0,-5,2,-6.0,H
3504,8,-1.0,-3.0,0,1,3.0,D
3505,17,4.0,10.0,-1,-4,10.0,H
3506,9,-9.0,0.0,-4,-5,8.0,A
3507,22,3.0,15.0,-3,-10,3.0,D
3508,7,-1.0,-6.0,0,4,-10.0,A
3509,10,-12.0,-8.0,-2,-6,-17.0,H
3510,4,4.0,-11.0,6,10,-16.0,H
3511,7,15.0,-10.0,7,16,1.0,H
3512,14,2.0,3.0,2,-2,3.0,D
3513,19,0.0,15.0,-6,-8,11.0,A
3514,10,-4.0,-1.0,-4,-1,1.0,A
3515,14,-5.0,1.0,0,-4,9.0,H
3516,16,-2.0,5.0,-5,-5,-3.0,D
3517,11,-10.0,-2.0,-4,-1,12.0,A
3518,13,9.0,3.0,2,4,-2.0,H
3519,8,-3.0,-9.0,2,1,-6.0,A
3520,11,-14.0,-1.0,-4,-7,1.0,H
3521,26,0.0,16.0,-5,-12,5.0,A
3522,9,2.0,-5.0,4,4,-6.0,H
3523,20,-11.0,10.0,-9,-13,-2.0,D
3524,9,16.0,-5.0,11,13,-7.0,H
3525,10,5.0,-11.0,10,7,-5.0,D
3526,13,-7.0,2.0,-1,-2,5.0,D
3527,17,3.0,7.0,-2,-2,5.0,H
3528,12,-1.0,-2.0,0,2,-4.0,A
3529,13,0.0,-4.0,-2,0,-2.0,A
3530,16,6.0,3.0,-1,1,-1.0,A
3531,13,17.0,-2.0,8,16,-12.0,H
3532,18,2.0,5.0,-3,-4,-1.0,H
3533,12,-7.0,-7.0,-6,-3,-2.0,D
3534,18,10.0,4.0,2,3,-6.0,H
3535,8,-2.0,-11.0,9,8,15.0,H
3536,7,-1.0,-13.0,3,8,-10.0,A
3537,14,-6.0,-1.0,-6,-5,4.0,H
3538,14,-2.0,-2.0,-1,-3,13.0,A
3539,25,-11.0,18.0,-11,-14,10.0,D
3540,12,-12.0,-11.0,4,-2,2.0,D
3541,15,-3.0,-2.0,-3,-1,-3.0,H
3542,11,4.0,-3.0,6,8,-14.0,H
3543,10,-12.0,-7.0,3,-2,-14.0,H
3544,32,-7.0,19.0,-8,-19,15.0,D
3545,12,3.0,-4.0,3,6,-2.0,D
3546,17,-4.0,5.0,-2,-4,10.0,A
3547,19,4.0,-1.0,-7,-1,-3.0,H
3548,24,18.0,11.0,3,2,5.0,A
3549,17,-1.0,3.0,-5,0,-6.0,H
3550,19,-12.0,-2.0,-5,-8,4.0,D
3551,13,-4.0,-11.0,2,0,-7.0,A
3552,17,-8.0,-2.0,-3,-7,8.0,A
3553,15,7.0,-3.0,6,7,-5.0,H
3554,11,3.0,-11.0,1,8,8.0,H
3555,21,-5.0,5.0,-4,-8,1.0,A
3556,26,6.0,15.0,-1,-6,-4.0,H
3557,20,19.0,0.0,2,13,-4.0,H
3558,11,2.0,-6.0,7,6,-7.0,D
3559,27,-7.0,14.0,-4,-13,14.0,A
3560,13,-6.0,-6.0,-2,-1,5.0,D
3561,14,0.0,-10.0,0,6,-10.0,D
3562,18,17.0,2.0,7,12,-9.0,H
3563,36,-2.0,22.0,-3,-16,14.0,H
3564,12,-13.0,-12.0,-4,-1,-19.0,H
3565,23,-4.0,7.0,-5,-8,6.0,H
3566,13,-3.0,-5.0,5,7,-5.0,D
3567,10,-10.0,-10.0,5,6,3.0,H
3568,22,6.0,5.0,0,2,4.0,H
3569,25,14.0,8.0,-5,1,3.0,A
3570,23,6.0,-1.0,-4,0,-12.0,H
3571,26,-14.0,13.0,4,-14,12.0,H
3572,13,21.0,-6.0,8,23,-17.0,H
3573,18,-5.0,-3.0,-1,-4,1.0,D
3574,33,-11.0,18.0,-12,-23,12.0,A
3575,27,-10.0,8.0,-6,-12,4.0,D
3576,19,-6.0,-9.0,-8,-5,-4.0,H
3577,21,9.0,0.0,8,7,-2.0,H
3578,21,3.0,-3.0,0,1,3.0,A
3579,14,1.0,-11.0,-2,4,11.0,H
3580,31,-10.0,12.0,-7,-12,13.0,D
3581,22,-8.0,2.0,-2,-9,10.0,A
3582,15,19.0,-5.0,9,21,-8.0,H
3583,17,-13.0,-5.0,2,-3,-13.0,H
3584,21,12.0,3.0,-6,5,-4.0,H
3585,15,-2.0,-13.0,2,9,-14.0,H
3586,10,8.0,-12.0,9,18,-2.0,H
3587,26,-3.0,9.0,-2,-5,3.0,D
3588,16,-4.0,-10.0,3,7,-1.0,A
3589,39,-3.0,23.0,-6,-20,8.0,A
3590,17,9.0,-12.0,1,10,3.0,H
3591,22,-14.0,-3.0,-3,-7,13.0,A
3592,31,25.0,10.0,-3,11,-11.0,H
3593,29,-8.0,15.0,0,-14,3.0,A
3594,19,0.0,-5.0,0,2,2.0,A
3595,27,-14.0,-1.0,-10,-17,9.0,A
3596,23,12.0,-5.0,9,9,-11.0,H
3597,13,-9.0,-9.0,4,6,-2.0,A
3598,20,3.0,-10.0,-1,5,-9.0,H
3599,39,-6.0,22.0,-11,-22,11.0,A
3600,19,-11.0,-11.0,2,1,1.0,D
3601,10,-7.0,-15.0,5,6,4.0,A
3602,15,24.0,-15.0,11,27,-17.0,D
3603,21,-7.0,-1.0,0,2,4.0,H
3604,15,-13.0,-10.0,4,2,-10.0,D
3605,45,17.0,27.0,-6,-13,6.0,D
3606,17,-4.0,-8.0,3,5,-4.0,H
3607,35,0.0,14.0,-3,-5,1.0,D
3608,30,8.0,10.0,0,1,9.0,A
3609,28,-2.0,4.0,-1,-3,-2.0,H
3610,16,-11.0,-10.0,2,5,7.0,D
3611,21,-8.0,-2.0,1,-5,7.0,H
3612,13,1.0,-14.0,5,15,-8.0,D
3613,20,24.0,-11.0,7,23,-14.0,H
3614,16,-6.0,-15.0,2,10,-4.0,D
3615,28,-13.0,1.0,1,-10,-8.0,D
3616,33,17.0,11.0,-3,0,4.0,H
3617,36,-2.0,14.0,-1,-11,5.0,D
3618,46,0.0,27.0,1,-15,4.0,H
3619,17,7.0,-10.0,3,14,-1.0,D
3620,19,-15.0,-13.0,0,-2,19.0,H
3621,27,25.0,-6.0,6,19,-14.0,H
3622,34,-10.0,2.0,-10,-17,5.0,H
3623,46,-4.0,25.0,-10,-25,9.0,D
3624,22,-14.0,-11.0,1,-8,-3.0,H
3625,29,-12.0,1.0,-3,-9,10.0,A
3626,32,1.0,7.0,2,-3,-4.0,D
3627,19,-10.0,-6.0,-2,-1,-5.0,H
3628,26,9.0,-2.0,2,7,-6.0,H
3629,36,14.0,19.0,-1,1,-3.0,A
3630,32,-12.0,2.0,-8,-10,11.0,A
3631,20,-14.0,-9.0,0,0,9.0,A
3632,26,-13.0,-5.0,0,-9,5.0,A
3633,39,-8.0,20.0,-9,-12,8.0,A
3634,37,-14.0,13.0,-1,-18,-4.0,A
3635,49,1.0,27.0,-2,-19,7.0,A
3636,20,1.0,-13.0,6,14,-11.0,H
3637,36,25.0,12.0,1,11,-1.0,A
3638,19,7.0,-7.0,-1,14,-6.0,H
3639,21,-4.0,-9.0,-3,1,-2.0,D
3640,47,32.0,23.0,2,5,-1.0,D
3641,23,-8.0,-4.0,6,0,-1.0,A
3642,27,-10.0,-9.0,2,-8,3.0,A
3643,36,4.0,10.0,8,-1,-6.0,H
3644,17,15.0,-14.0,1,23,-10.0,H
3645,19,-4.0,-16.0,8,10,9.0,H
3646,20,-14.0,-15.0,-4,0,-3.0,H
3647,37,-9.0,2.0,-5,-15,8.0,A
3648,22,14.0,-14.0,10,17,-14.0,H
3649,30,21.0,-4.0,8,12,-1.0,A
3650,53,-19.0,32.0,-6,-31,16.0,A
3651,38,-3.0,6.0,-8,-12,5.0,D
3652,23,-16.0,-9.0,-1,-6,4.0,A
3653,19,23.0,-13.0,3,29,-16.0,D
3654,42,-18.0,20.0,-8,-23,-7.0,A
3655,23,-3.0,-12.0,1,10,-8.0,D
3656,42,5.0,19.0,-2,-2,2.0,H
3657,22,-17.0,-12.0,0,-2,6.0,D
3658,32,-6.0,-2.0,-3,-2,6.0,D
3659,43,8.0,17.0,-3,-7,8.0,D
3660,17,18.0,-17.0,5,25,-11.0,H
3661,22,-13.0,-20.0,3,-2,1.0,H
3662,43,6.0,6.0,-1,-4,1.0,H
3663,19,-12.0,-19.0,3,5,16.0,A
3664,27,33.0,-3.0,4,29,-10.0,H
3665,31,-8.0,-6.0,5,-5,-5.0,D
3666,21,17.0,-17.0,3,23,-15.0,H
3667,37,21.0,8.0,6,8,-5.0,D
3668,49,-2.0,23.0,2,-16,7.0,A
3669,34,-12.0,-3.0,0,-11,5.0,H
3670,33,-22.0,-5.0,-7,-11,8.0,A
3671,21,34.0,-19.0,9,38,-18.0,D
3672,45,-8.0,19.0,-2,-18,7.0,A
3673,22,-11.0,-17.0,1,1,18.0,H
3674,32,26.0,-6.0,1,20,-13.0,H
3675,26,-14.0,-10.0,-4,-2,3.0,D
3676,47,-5.0,19.0,-5,-13,4.0,H
3677,17,-4.0,-18.0,3,10,-3.0,D
3678,42,21.0,7.0,-3,4,1.0,A
3679,38,5.0,8.0,3,5,-7.0,D
3680,37,-19.0,-4.0,-5,-15,11.0,A
3681,25,18.0,-14.0,5,22,-12.0,H
3682,22,-11.0,-23.0,5,10,-2.0,H
3683,26,-4.0,-10.0,3,10,-9.0,H
3684,46,-10.0,19.0,-1,-19,6.0,H
3685,27,8.0,-9.0,-1,12,2.0,A
3686,28,20.0,-4.0,6,20,-8.0,H
3687,55,9.0,31.0,5,-10,4.0,H
3688,27,-23.0,-10.0,-6,-5,4.0,H
3689,25,-10.0,-14.0,2,1,2.0,D
3690,30,18.0,-7.0,-3,16,-3.0,H
3691,22,10.0,-20.0,11,26,-13.0,H
3692,18,30.0,-20.0,7,37,-12.0,H
3693,50,-10.0,20.0,-2,-15,11.0,A
3694,51,-19.0,22.0,-9,-29,-3.0,A
3695,28,-3.0,-6.0,5,11,-2.0,H
3696,40,6.0,-3.0,0,7,-3.0,H
3697,63,6.0,35.0,-8,-24,11.0,A
3698,47,-19.0,6.0,-7,-25,-5.0,A
3699,39,22.0,6.0,9,12,-9.0,H
3700,58,-22.0,32.0,-8,-36,17.0,H
3701,22,-8.0,-20.0,4,8,10.0,H
3702,27,-20.0,-11.0,-6,-8,-4.0,D
3703,25,-16.0,-23.0,0,1,-1.0,A
3704,42,-10.0,-1.0,-2,-12,4.0,H
3705,49,35.0,19.0,4,15,-6.0,D
3706,35,-8.0,-11.0,-3,-7,-4.0,H
3707,50,21.0,7.0,0,3,-1.0,H
3708,51,-4.0,12.0,-6,-11,2.0,A
3709,40,-23.0,-4.0,-4,-15,9.0,A
3710,33,31.0,-9.0,-1,25,-11.0,H
3711,57,-14.0,26.0,-11,-22,12.0,A
3712,25,19.0,-21.0,1,25,-12.0,H
3713,33,-2.0,-6.0,2,9,-1.0,A
3714,19,4.0,-21.0,5,31,-9.0,H
3715,26,2.0,-20.0,0,13,-4.0,H
3716,67,-11.0,36.0,-3,-39,17.0,A
3717,56,13.0,24.0,3,-2,2.0,A
3718,31,-22.0,-5.0,-1,-9,-11.0,A
3719,54,26.0,13.0,0,3,-3.0,H
3720,42,37.0,-3.0,2,28,-8.0,H
3721,53,-4.0,21.0,0,-19,4.0,H
3722,42,-20.0,3.0,1,-20,2.0,H
3723,28,25.0,-20.0,6,31,-13.0,H
3724,28,-4.0,-12.0,4,15,-10.0,H
