,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,DiffPts,DiffFormPts,DiffLP,HTGD,ATGD
5218,H,24,17,L,L,D,L,L,L,15.0,13.0,14.0,14.0,4.0,4.0,7.0,4.0,0.0,1.0,0.0,0.0,7,2,-3,-18.0,-35.0
5219,A,34,65,D,L,L,W,W,W,7.0,7.0,0.0,23.0,0.0,7.0,0.0,14.0,1.0,2.0,0.0,0.0,-31,-5,13,-10.0,54.0
5220,H,30,14,W,L,L,W,L,L,11.0,6.0,13.0,6.0,4.0,4.0,6.0,3.0,2.0,2.0,0.0,0.0,16,1,-3,-11.0,-35.0
5221,A,30,30,L,W,W,L,W,D,9.0,9.0,18.0,10.0,4.0,4.0,8.0,5.0,1.0,2.0,0.0,0.0,0,0,3,-19.0,-6.0
5222,H,55,27,W,D,W,W,L,L,7.0,10.0,16.0,6.0,6.0,3.0,9.0,7.0,2.0,1.0,0.0,0.0,28,6,-10,19.0,-16.0
5223,D,60,56,L,L,W,W,W,W,15.0,14.0,10.0,9.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,1.0,4,-3,-1,26.0,22.0
5224,H,36,31,L,W,D,W,W,D,8.0,14.0,10.0,17.0,4.0,2.0,1.0,6.0,3.0,4.0,0.0,0.0,5,-5,-3,-6.0,-8.0
5225,H,40,25,L,D,D,L,L,W,11.0,6.0,13.0,12.0,6.0,4.0,7.0,8.0,1.0,2.0,0.0,0.0,15,2,-11,0.0,-30.0
5226,D,36,69,W,L,L,W,D,W,12.0,10.0,7.0,10.0,3.0,3.0,3.0,7.0,1.0,2.0,0.0,0.0,-33,-3,6,0.0,49.0
5227,A,17,56,L,L,L,W,W,L,11.0,10.0,12.0,20.0,5.0,7.0,5.0,4.0,2.0,1.0,0.0,0.0,-39,-6,16,-37.0,19.0
5228,H,40,35,L,W,W,W,L,L,15.0,12.0,6.0,14.0,5.0,2.0,1.0,5.0,5.0,1.0,0.0,0.0,5,3,2,-1.0,-5.0
5229,H,25,36,L,L,W,L,W,D,7.0,12.0,16.0,9.0,7.0,2.0,7.0,5.0,2.0,1.0,0.0,0.0,-11,1,8,-30.0,-6.0
5230,A,33,33,W,L,W,W,W,L,8.0,18.0,15.0,4.0,3.0,3.0,8.0,0.0,1.0,5.0,0.0,0.0,0,3,-5,-4.0,-10.0
5231,A,14,34,L,W,L,L,L,D,14.0,9.0,8.0,8.0,1.0,5.0,6.0,5.0,3.0,1.0,0.0,0.0,-20,2,6,-36.0,-15.0
5232,H,35,17,L,W,L,L,L,L,9.0,13.0,18.0,6.0,8.0,3.0,6.0,5.0,0.0,2.0,0.0,0.0,18,3,-10,-6.0,-38.0
5233,H,71,43,W,W,W,W,L,W,11.0,7.0,19.0,2.0,9.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,28,5,-10,56.0,0.0
5234,H,31,37,L,W,W,D,W,L,13.0,10.0,19.0,7.0,7.0,3.0,8.0,2.0,3.0,1.0,0.0,0.0,-6,3,5,-10.0,0.0
5235,H,27,61,L,W,L,D,L,L,16.0,9.0,12.0,16.0,4.0,5.0,1.0,10.0,4.0,2.0,0.0,0.0,-34,-3,12,-17.0,26.0
5236,H,57,58,D,W,W,W,W,D,12.0,18.0,14.0,14.0,3.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,-1,-3,-1,22.0,20.0
5237,D,57,43,D,W,W,W,L,D,8.0,14.0,22.0,2.0,6.0,1.0,13.0,0.0,1.0,4.0,0.0,0.0,14,2,-4,19.0,2.0
5238,H,70,30,D,W,D,L,L,W,4.0,7.0,23.0,3.0,5.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,40,2,-13,49.0,-21.0
5239,D,34,31,L,L,D,L,W,W,9.0,12.0,10.0,12.0,3.0,4.0,6.0,6.0,3.0,2.0,0.0,0.0,3,-6,1,-15.0,-10.0
5240,A,30,38,L,L,L,W,L,W,9.0,10.0,13.0,9.0,2.0,4.0,9.0,3.0,1.0,1.0,0.0,1.0,-8,0,6,-23.0,-4.0
5241,H,39,14,L,W,L,L,L,W,7.0,15.0,16.0,15.0,5.0,5.0,5.0,8.0,0.0,2.0,0.0,0.0,25,4,-10,-6.0,-38.0
5242,H,37,57,L,D,W,L,D,W,17.0,9.0,15.0,16.0,8.0,5.0,3.0,4.0,1.0,2.0,0.0,0.0,-20,-3,5,-1.0,17.0
5243,A,17,73,L,L,L,W,D,W,11.0,7.0,7.0,16.0,2.0,6.0,1.0,10.0,2.0,1.0,0.0,0.0,-56,-11,17,-40.0,51.0
5244,A,33,30,L,W,W,W,L,W,8.0,10.0,14.0,8.0,1.0,2.0,6.0,5.0,1.0,2.0,0.0,0.0,3,0,1,-11.0,-16.0
5245,H,30,44,L,L,L,D,W,L,12.0,10.0,5.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,-14,0,8,-23.0,2.0
5246,H,33,14,L,W,L,L,L,W,10.0,7.0,19.0,15.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,19,4,-8,-5.0,-38.0
5247,A,17,74,L,L,L,W,W,W,4.0,12.0,5.0,24.0,0.0,7.0,0.0,11.0,2.0,0.0,0.0,0.0,-57,-15,18,-40.0,58.0
5248,H,38,37,W,L,W,W,L,L,6.0,12.0,18.0,8.0,4.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,1,2,-5,-4.0,-13.0
5249,H,58,43,L,W,W,L,W,L,14.0,9.0,8.0,20.0,5.0,8.0,3.0,5.0,1.0,2.0,0.0,0.0,15,1,-5,18.0,-2.0
5250,A,42,40,W,L,W,W,L,D,7.0,14.0,3.0,17.0,1.0,9.0,4.0,9.0,1.0,1.0,0.0,0.0,2,2,2,-5.0,1.0
5251,A,28,60,L,W,L,W,L,D,8.0,14.0,8.0,21.0,3.0,3.0,2.0,7.0,2.0,3.0,0.0,0.0,-32,-7,15,-31.0,18.0
5252,H,76,61,W,W,D,L,L,D,5.0,8.0,14.0,11.0,3.0,2.0,10.0,3.0,0.0,1.0,0.0,0.0,15,10,-2,52.0,24.0
5253,H,63,35,W,W,D,D,W,L,11.0,10.0,7.0,3.0,4.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,28,3,-8,26.0,-9.0
5254,H,43,17,L,L,W,L,L,L,12.0,5.0,15.0,17.0,7.0,7.0,6.0,4.0,3.0,2.0,0.0,0.0,26,6,-8,-3.0,-41.0
5255,H,44,61,L,D,W,W,L,W,5.0,11.0,9.0,18.0,2.0,4.0,3.0,5.0,1.0,2.0,0.0,1.0,-17,-5,1,0.0,19.0
5256,H,60,33,W,L,D,L,L,W,5.0,9.0,17.0,3.0,4.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,27,4,-14,18.0,-14.0
5257,H,77,28,W,W,W,L,W,L,3.0,17.0,27.0,4.0,11.0,1.0,7.0,4.0,0.0,3.0,0.0,0.0,49,12,-17,60.0,-31.0
5258,H,61,36,L,L,D,W,L,W,8.0,5.0,26.0,5.0,10.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,25,-8,-8,24.0,-3.0
5259,A,33,76,W,W,L,W,W,D,8.0,7.0,11.0,17.0,1.0,5.0,7.0,5.0,2.0,4.0,0.0,0.0,-43,-2,14,-15.0,52.0
5260,A,38,33,L,D,W,W,L,L,12.0,16.0,10.0,11.0,2.0,3.0,3.0,6.0,2.0,3.0,0.0,0.0,5,1,-1,-15.0,-22.0
5261,A,14,44,L,L,L,W,W,W,13.0,11.0,10.0,18.0,4.0,9.0,8.0,5.0,3.0,0.0,0.0,0.0,-30,-9,11,-41.0,-1.0
5262,A,35,36,L,D,W,L,W,L,12.0,13.0,18.0,3.0,5.0,1.0,9.0,4.0,1.0,2.0,0.0,0.0,-1,1,1,-11.0,-5.0
5263,H,43,63,W,W,L,L,W,W,8.0,9.0,23.0,7.0,6.0,2.0,9.0,6.0,1.0,4.0,0.0,0.0,-20,0,3,3.0,25.0
5264,H,63,42,W,W,L,L,W,L,8.0,7.0,16.0,9.0,7.0,2.0,7.0,4.0,2.0,1.0,0.0,0.0,21,4,-7,21.0,-7.0
5265,A,44,35,W,W,W,L,D,W,6.0,10.0,12.0,11.0,5.0,5.0,2.0,3.0,2.0,3.0,0.0,0.0,9,5,-4,-1.0,-11.0
5266,A,33,38,L,L,L,L,D,W,10.0,6.0,8.0,14.0,1.0,7.0,4.0,1.0,2.0,4.0,1.0,0.0,-5,2,3,-19.0,-15.0
5267,H,33,28,W,L,L,L,L,W,7.0,10.0,14.0,14.0,7.0,2.0,8.0,4.0,2.0,3.0,0.0,0.0,5,0,-3,-22.0,-33.0
5268,H,17,43,L,L,L,W,W,L,8.0,10.0,12.0,8.0,5.0,1.0,7.0,3.0,2.0,1.0,0.0,0.0,-26,-10,11,-43.0,3.0
5269,H,61,42,L,W,L,L,W,L,14.0,5.0,14.0,18.0,4.0,4.0,3.0,11.0,1.0,1.0,0.0,0.0,19,3,-4,18.0,-7.0
5270,H,36,47,W,L,W,L,W,L,13.0,8.0,13.0,17.0,6.0,2.0,4.0,9.0,1.0,3.0,0.0,0.0,-11,2,9,-15.0,-1.0
5271,H,67,14,W,W,L,L,L,L,10.0,12.0,22.0,7.0,5.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,53,7,-16,30.0,-44.0
5272,A,39,83,W,L,W,W,W,W,5.0,11.0,7.0,20.0,3.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,-44,-6,11,-4.0,64.0
5273,H,82,66,W,W,W,W,W,W,5.0,9.0,15.0,6.0,7.0,3.0,9.0,2.0,0.0,1.0,0.0,0.0,16,3,-1,55.0,23.0
5274,A,46,66,L,W,L,W,L,W,12.0,8.0,11.0,19.0,3.0,6.0,6.0,4.0,2.0,0.0,1.0,0.0,-20,-4,6,-1.0,26.0
5275,A,33,28,L,L,L,L,L,L,11.0,13.0,14.0,10.0,2.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,5,0,-1,-21.0,-35.0
5276,A,38,17,L,L,D,L,L,L,11.0,18.0,15.0,17.0,5.0,5.0,3.0,7.0,1.0,3.0,0.0,0.0,21,4,-5,-17.0,-46.0
5277,A,14,46,L,L,L,L,W,L,15.0,9.0,13.0,11.0,3.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,-32,-6,9,-44.0,-1.0
5278,H,83,67,W,W,W,W,W,L,11.0,11.0,15.0,10.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,16,8,-3,64.0,30.0
5279,H,35,36,L,L,D,W,L,W,5.0,11.0,15.0,15.0,6.0,3.0,4.0,11.0,0.0,2.0,0.0,0.0,-1,-5,-3,-12.0,-15.0
5280,D,42,47,L,L,L,L,W,W,8.0,9.0,11.0,11.0,3.0,5.0,6.0,8.0,2.0,0.0,0.0,0.0,-5,-9,1,-10.0,1.0
5281,D,48,34,D,L,W,D,L,L,0.0,8.0,22.0,5.0,5.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,14,4,-10,-1.0,-21.0
5282,A,66,39,L,W,L,L,W,L,15.0,12.0,12.0,16.0,5.0,7.0,8.0,3.0,4.0,1.0,0.0,0.0,27,3,-7,25.0,-6.0
5283,A,31,85,W,L,L,W,W,W,6.0,5.0,7.0,17.0,2.0,6.0,5.0,10.0,1.0,1.0,0.0,0.0,-54,-9,16,-33.0,57.0
5284,H,46,64,L,W,W,L,W,L,11.0,7.0,15.0,7.0,8.0,1.0,10.0,2.0,1.0,1.0,0.0,0.0,-18,3,2,2.0,15.0
5285,D,66,39,L,W,W,W,W,W,9.0,4.0,22.0,6.0,9.0,3.0,10.0,1.0,2.0,1.0,0.0,0.0,27,0,-12,21.0,-18.0
5286,H,67,34,L,W,W,D,L,L,7.0,13.0,29.0,6.0,5.0,1.0,6.0,3.0,1.0,2.0,0.0,0.0,33,5,-13,29.0,-21.0
5287,D,49,36,W,L,W,L,W,L,10.0,14.0,15.0,8.0,4.0,4.0,3.0,4.0,5.0,2.0,0.0,0.0,13,-3,-5,0.0,-17.0
5288,A,64,86,L,W,L,W,W,W,10.0,10.0,12.0,8.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,-22,-9,5,15.0,65.0
5289,H,48,66,D,L,W,L,W,L,12.0,9.0,11.0,11.0,3.0,1.0,5.0,5.0,2.0,3.0,0.0,0.0,-18,-4,2,-1.0,25.0
5290,H,88,14,W,W,W,L,L,L,5.0,14.0,21.0,5.0,7.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,74,15,-18,59.0,-49.0
5291,D,34,41,L,D,L,W,W,L,7.0,10.0,9.0,9.0,2.0,1.0,7.0,4.0,2.0,3.0,0.0,0.0,-7,-6,4,-22.0,-9.0
5292,D,42,49,W,L,W,W,L,W,9.0,15.0,8.0,22.0,0.0,3.0,5.0,10.0,2.0,0.0,0.0,0.0,-7,-3,4,-5.0,6.0
5293,H,23,31,W,W,L,L,W,L,10.0,8.0,8.0,13.0,2.0,8.0,10.0,3.0,0.0,0.0,0.0,0.0,-8,3,1,-43.0,-35.0
5294,D,37,41,D,L,W,L,W,L,8.0,9.0,22.0,9.0,7.0,5.0,9.0,3.0,2.0,1.0,0.0,0.0,-4,3,2,-17.0,-13.0
5295,A,70,43,W,L,W,D,L,L,3.0,8.0,14.0,16.0,4.0,7.0,2.0,7.0,0.0,2.0,0.0,0.0,27,5,-6,30.0,-10.0
5296,A,50,51,D,W,L,W,D,L,10.0,11.0,10.0,11.0,1.0,4.0,4.0,5.0,3.0,2.0,0.0,0.0,-1,0,4,0.0,1.0
5297,A,40,89,D,W,W,W,W,W,5.0,7.0,2.0,25.0,0.0,7.0,0.0,6.0,1.0,1.0,0.0,0.0,-49,-5,14,-18.0,67.0
5298,H,48,66,D,L,W,L,L,W,13.0,13.0,24.0,6.0,12.0,1.0,8.0,6.0,3.0,1.0,0.0,1.0,-18,4,4,1.0,23.0
5299,D,64,67,L,L,W,D,L,W,9.0,14.0,7.0,16.0,5.0,3.0,6.0,6.0,3.0,2.0,0.0,0.0,-3,-4,3,13.0,21.0
5300,H,50,40,D,W,L,L,D,W,8.0,9.0,20.0,5.0,6.0,1.0,8.0,1.0,0.0,2.0,0.0,0.0,10,0,-7,6.0,-19.0
5301,H,42,70,D,L,W,L,W,L,11.0,12.0,20.0,11.0,6.0,5.0,10.0,6.0,1.0,5.0,0.0,2.0,-28,-5,10,-13.0,29.0
5302,A,31,43,L,L,W,D,W,L,14.0,11.0,18.0,21.0,8.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,-12,-4,6,-36.0,-5.0
5303,A,42,91,D,W,W,W,W,W,10.0,4.0,14.0,11.0,7.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,-49,-8,11,-9.0,64.0
5304,H,46,38,W,D,L,D,D,L,2.0,11.0,17.0,11.0,6.0,1.0,2.0,7.0,1.0,1.0,0.0,0.0,8,-1,-6,-9.0,-17.0
5305,H,54,26,W,W,D,W,W,W,10.0,15.0,19.0,6.0,6.0,2.0,7.0,1.0,1.0,3.0,0.0,0.0,28,1,-12,2.0,-42.0
5306,D,66,35,L,L,L,D,L,D,9.0,14.0,20.0,11.0,8.0,5.0,16.0,3.0,5.0,2.0,0.0,0.0,31,1,-12,20.0,-22.0
5307,H,68,50,D,D,L,L,D,W,6.0,12.0,19.0,15.0,9.0,3.0,6.0,6.0,0.0,1.0,0.0,0.0,18,1,-8,21.0,-1.0
5308,D,14,65,L,L,L,D,L,L,10.0,10.0,7.0,23.0,3.0,7.0,3.0,7.0,1.0,1.0,0.0,0.0,-51,-4,14,-54.0,13.0
5309,H,92,51,W,W,W,W,D,L,12.0,5.0,19.0,7.0,5.0,2.0,11.0,0.0,3.0,2.0,0.0,0.0,41,5,-8,68.0,4.0
5310,A,36,95,D,D,L,W,W,W,12.0,8.0,6.0,20.0,2.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,-59,-12,16,-22.0,69.0
5311,A,40,67,L,L,D,D,L,L,11.0,3.0,14.0,17.0,5.0,6.0,4.0,5.0,5.0,1.0,0.0,0.0,-27,3,10,-21.0,20.0
5312,H,46,45,W,D,W,W,D,L,11.0,8.0,17.0,16.0,8.0,8.0,4.0,4.0,3.0,0.0,0.0,0.0,1,3,-2,-4.0,-12.0
5313,A,26,42,L,W,W,L,D,W,6.0,8.0,16.0,13.0,2.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,-16,2,6,-43.0,-10.0
5314,D,51,71,L,W,D,W,D,D,9.0,8.0,9.0,14.0,3.0,4.0,4.0,5.0,0.0,1.0,0.0,0.0,-20,-1,6,3.0,24.0
5315,H,94,57,W,W,W,W,W,W,3.0,11.0,13.0,7.0,5.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,37,5,-5,65.0,3.0
5316,A,66,31,D,D,L,L,L,L,9.0,6.0,26.0,13.0,10.0,4.0,11.0,2.0,3.0,3.0,0.0,0.0,35,2,-12,13.0,-37.0
5317,D,38,15,L,D,D,D,L,L,8.0,6.0,10.0,10.0,3.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,23,4,-4,-20.0,-54.0
5318,D,70,53,L,L,W,W,D,W,10.0,13.0,11.0,17.0,3.0,9.0,7.0,4.0,0.0,2.0,0.0,0.0,17,-4,-4,28.0,8.0
5319,A,50,49,L,L,D,W,W,D,10.0,10.0,17.0,16.0,8.0,9.0,7.0,2.0,1.0,0.0,1.0,0.0,1,-3,1,-4.0,-6.0
5320,H,0,0,M,M,M,M,M,M,9.0,9.0,15.0,12.0,7.0,5.0,11.0,2.0,0.0,2.0,0.0,0.0,0,0,-19,0.0,0.0
5321,A,0,0,M,M,M,M,M,M,6.0,13.0,5.0,14.0,3.0,9.0,1.0,1.0,2.0,2.0,0.0,0.0,0,0,14,0.0,0.0
5322,D,0,0,M,M,M,M,M,M,10.0,19.0,13.0,8.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0,0,9,0.0,0.0
5323,H,0,0,M,M,M,M,M,M,6.0,12.0,10.0,11.0,4.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,0.0
5324,D,0,0,M,M,M,M,M,M,16.0,14.0,6.0,10.0,2.0,3.0,6.0,2.0,2.0,1.0,0.0,1.0,0,0,2,0.0,0.0
5325,A,0,0,M,M,M,M,M,M,15.0,11.0,11.0,5.0,3.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0,0,4,0.0,0.0
5326,H,0,0,M,M,M,M,M,M,13.0,9.0,31.0,7.0,7.0,4.0,14.0,0.0,1.0,0.0,0.0,0.0,0,0,-11,0.0,0.0
5327,D,0,0,M,M,M,M,M,M,3.0,13.0,15.0,8.0,1.0,2.0,12.0,3.0,0.0,2.0,0.0,0.0,0,0,-2,0.0,0.0
5328,A,0,0,M,M,M,M,M,M,12.0,7.0,9.0,8.0,2.0,2.0,5.0,3.0,1.0,3.0,0.0,0.0,0,0,5,0.0,0.0
5329,H,0,0,M,M,M,M,M,M,15.0,13.0,11.0,18.0,5.0,7.0,3.0,5.0,3.0,4.0,0.0,0.0,0,0,-1,0.0,0.0
5330,H,3,3,W,M,M,W,M,M,13.0,11.0,16.0,18.0,9.0,5.0,10.0,7.0,2.0,1.0,0.0,0.0,0,0,-2,1.0,3.0
5331,A,0,1,L,M,M,D,M,M,10.0,13.0,22.0,12.0,7.0,4.0,10.0,5.0,0.0,2.0,0.0,0.0,-1,-1,-1,-2.0,0.0
5332,D,3,0,W,M,M,L,M,M,11.0,10.0,16.0,8.0,4.0,3.0,8.0,6.0,0.0,2.0,0.0,0.0,3,3,-1,3.0,-5.0
5333,H,1,0,D,M,M,L,M,M,11.0,11.0,12.0,8.0,2.0,2.0,4.0,7.0,2.0,3.0,0.0,0.0,1,1,-7,0.0,-3.0
5334,H,0,0,L,M,M,L,M,M,9.0,11.0,15.0,10.0,8.0,3.0,7.0,5.0,1.0,3.0,0.0,0.0,0,0,7,-3.0,-1.0
5335,A,0,3,L,M,M,W,M,M,10.0,6.0,14.0,15.0,3.0,6.0,5.0,9.0,2.0,1.0,0.0,0.0,-3,-3,10,-3.0,3.0
5336,D,3,3,W,M,M,W,M,M,14.0,4.0,30.0,3.0,10.0,2.0,13.0,2.0,1.0,0.0,0.0,0.0,0,0,-4,5.0,2.0
5337,H,1,1,D,M,M,D,M,M,16.0,11.0,15.0,6.0,3.0,4.0,8.0,4.0,3.0,1.0,0.0,0.0,0,0,-5,0.0,0.0
5338,D,0,1,L,M,M,D,M,M,9.0,14.0,14.0,12.0,5.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,-1,-1,-1,-4.0,0.0
5339,D,1,3,D,M,M,W,M,M,17.0,8.0,6.0,9.0,2.0,2.0,4.0,6.0,2.0,2.0,0.0,0.0,-2,-2,4,0.0,4.0
5340,H,0,4,L,L,M,W,D,M,10.0,18.0,7.0,12.0,3.0,1.0,0.0,6.0,2.0,3.0,0.0,0.0,-4,-4,5,-3.0,1.0
5341,A,3,1,W,L,M,D,L,M,9.0,9.0,6.0,23.0,5.0,8.0,1.0,8.0,1.0,1.0,0.0,0.0,2,2,16,-1.0,-4.0
5342,A,4,0,D,W,M,L,L,M,9.0,10.0,12.0,12.0,3.0,4.0,8.0,5.0,1.0,3.0,1.0,0.0,4,4,4,3.0,-4.0
5343,A,4,1,D,W,M,L,D,M,8.0,18.0,22.0,5.0,3.0,3.0,8.0,1.0,2.0,4.0,0.0,0.0,3,3,-11,4.0,-1.0
5344,A,4,2,W,D,M,D,D,M,11.0,6.0,8.0,10.0,3.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,2,2,4,1.0,0.0
5345,A,0,1,L,L,M,D,L,M,12.0,11.0,23.0,16.0,3.0,10.0,8.0,7.0,1.0,1.0,0.0,0.0,-1,-1,3,-4.0,-5.0
5346,H,6,6,W,W,M,W,W,M,8.0,5.0,25.0,9.0,5.0,3.0,6.0,4.0,1.0,1.0,0.0,0.0,0,0,-7,4.0,2.0
5347,A,4,4,W,D,M,D,W,M,7.0,13.0,10.0,19.0,7.0,5.0,4.0,5.0,1.0,3.0,0.0,0.0,0,0,16,1.0,5.0
5348,A,4,0,D,W,M,L,L,M,10.0,5.0,17.0,8.0,2.0,3.0,6.0,6.0,2.0,2.0,0.0,0.0,4,4,-7,2.0,-3.0
5349,D,2,3,D,D,M,L,W,M,9.0,11.0,17.0,13.0,2.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,-1,-1,-3,0.0,2.0
5350,D,3,4,W,L,L,L,D,W,17.0,7.0,10.0,21.0,2.0,8.0,2.0,3.0,1.0,2.0,1.0,0.0,-1,-1,8,-2.0,3.0
5351,D,4,4,W,D,L,L,W,D,6.0,11.0,13.0,8.0,5.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,0,0,-5,-3.0,0.0
5352,H,4,3,W,L,D,W,L,L,15.0,16.0,22.0,10.0,5.0,2.0,13.0,2.0,2.0,4.0,0.0,1.0,1,1,-3,0.0,-1.0
5353,H,5,4,W,D,D,L,W,D,9.0,11.0,13.0,8.0,5.0,2.0,4.0,5.0,1.0,3.0,0.0,0.0,1,1,-13,1.0,-1.0
5354,H,7,4,W,D,W,L,D,W,10.0,6.0,15.0,6.0,6.0,2.0,8.0,1.0,1.0,1.0,0.0,0.0,3,3,-13,7.0,1.0
5355,D,3,0,W,L,L,L,L,L,5.0,11.0,13.0,13.0,5.0,3.0,6.0,5.0,2.0,3.0,0.0,0.0,3,3,-6,-2.0,-6.0
5356,H,4,3,W,D,L,L,W,L,16.0,10.0,18.0,8.0,8.0,3.0,8.0,2.0,2.0,1.0,0.0,0.0,1,1,-4,-3.0,-2.0
5357,A,4,9,D,L,W,W,W,W,10.0,16.0,7.0,15.0,2.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,-5,-5,9,2.0,6.0
5358,H,4,3,L,W,D,D,D,D,12.0,12.0,15.0,8.0,6.0,5.0,7.0,7.0,1.0,4.0,0.0,1.0,1,1,5,-1.0,0.0
5359,D,6,4,L,W,W,L,D,W,13.0,19.0,26.0,13.0,8.0,9.0,11.0,6.0,3.0,5.0,0.0,0.0,2,2,2,0.0,1.0
5360,H,12,4,W,W,W,D,W,L,5.0,4.0,21.0,8.0,9.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,8,8,-12,9.0,-2.0
5361,D,4,4,L,L,D,L,D,L,13.0,7.0,14.0,7.0,5.0,1.0,3.0,6.0,0.0,2.0,0.0,0.0,0,0,5,-3.0,-1.0
5362,H,5,8,D,L,D,W,W,D,14.0,14.0,10.0,9.0,5.0,3.0,3.0,9.0,1.0,2.0,0.0,0.0,-3,-3,-2,3.0,3.0
5363,A,5,4,D,L,W,D,W,L,10.0,7.0,17.0,11.0,4.0,7.0,12.0,6.0,1.0,1.0,1.0,0.0,1,1,-2,0.0,-2.0
5364,H,5,7,D,L,D,W,W,L,19.0,11.0,13.0,11.0,5.0,6.0,4.0,3.0,4.0,2.0,0.0,0.0,-2,-2,-8,1.0,1.0
5365,A,3,5,L,D,D,D,W,D,8.0,11.0,11.0,15.0,4.0,6.0,7.0,5.0,1.0,2.0,0.0,0.0,-2,-2,3,-1.0,-3.0
5366,H,3,10,L,L,W,W,W,D,8.0,7.0,7.0,25.0,3.0,8.0,3.0,16.0,3.0,1.0,0.0,0.0,-7,-7,18,-4.0,11.0
5367,H,4,7,L,L,W,W,L,W,5.0,14.0,13.0,14.0,6.0,5.0,7.0,7.0,0.0,4.0,0.0,0.0,-3,-3,6,-3.0,0.0
5368,D,1,7,D,L,L,D,L,W,14.0,4.0,31.0,10.0,7.0,4.0,7.0,1.0,3.0,3.0,0.0,0.0,-6,-6,11,-6.0,0.0
5369,D,3,7,L,W,L,W,W,D,13.0,12.0,10.0,13.0,5.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,-4,-4,1,-2.0,-1.0
5370,A,7,7,W,D,W,W,L,L,8.0,9.0,25.0,6.0,6.0,3.0,4.0,5.0,1.0,3.0,0.0,0.0,0,0,-7,-1.0,-1.0
5371,H,8,8,L,W,W,W,D,L,16.0,13.0,16.0,11.0,7.0,4.0,8.0,2.0,1.0,2.0,0.0,0.0,0,0,-1,2.0,5.0
5372,H,5,6,D,L,D,W,L,L,11.0,10.0,13.0,11.0,6.0,2.0,7.0,3.0,0.0,1.0,0.0,0.0,-1,-1,-10,-1.0,-3.0
5373,A,7,5,L,W,L,L,D,L,9.0,9.0,16.0,2.0,3.0,1.0,12.0,3.0,1.0,3.0,0.0,0.0,2,2,3,-2.0,-1.0
5374,H,10,2,L,W,W,D,D,L,5.0,9.0,28.0,5.0,11.0,4.0,5.0,4.0,2.0,2.0,0.0,0.0,8,8,-17,10.0,-6.0
5375,D,4,5,L,D,W,D,L,L,12.0,8.0,11.0,16.0,4.0,3.0,5.0,3.0,2.0,1.0,0.0,0.0,-1,-1,-2,-4.0,-3.0
5376,D,7,3,L,W,W,L,L,D,7.0,10.0,13.0,14.0,4.0,4.0,6.0,7.0,2.0,1.0,0.0,1.0,4,4,7,-3.0,-4.0
5377,H,8,8,D,W,W,W,D,L,8.0,9.0,8.0,9.0,6.0,3.0,3.0,7.0,2.0,2.0,0.0,0.0,0,0,13,-1.0,4.0
5378,H,8,4,D,D,L,D,L,W,13.0,15.0,21.0,14.0,6.0,9.0,9.0,4.0,5.0,1.0,1.0,0.0,4,4,-9,0.0,-2.0
5379,A,8,15,W,D,W,W,W,W,8.0,13.0,13.0,6.0,2.0,3.0,6.0,4.0,3.0,3.0,0.0,0.0,-7,-7,3,0.0,11.0
